System Info:
Linux kali 6.12.25-amd64 #1 SMP PREEMPT_DYNAMIC Kali 6.12.25-1kali1 (2025-04-30) x86_64 GNU/Linux
User:
luci
Processes:
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.2  24660 15440 ?        Ss   02:30   0:27 /usr/lib/systemd/systemd --system --deserialize=59 splash
luci        4342  0.0  0.1 308880  6868 ?        Ssl  02:33   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
luci        4346  0.0  0.3 456532 22208 ?        Ssl  02:33   0:00 /usr/libexec/bluetooth/obexd
luci        4372  0.0  0.4 835708 30660 ?        Ssl  02:33   0:01 /usr/libexec/evolution-addressbook-factory
luci        4405  0.0  0.1 169444  7364 ?        Sl   02:33   0:14 /usr/libexec/ibus-engine-simple
luci        4455  0.0  0.4 485008 26388 ?        Ssl  02:33   0:01 /usr/libexec/xdg-desktop-portal-gtk
luci        4462  0.0  0.4 347548 26972 ?        Ssl  02:33   0:01 /usr/bin/Thunar --daemon
luci        4538  0.0  0.1 312988  8688 ?        Sl   02:33   0:00 /usr/libexec/gvfsd-recent --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
luci        4545  0.0  0.1 534208  8996 ?        Sl   02:33   0:00 /usr/libexec/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/1
luci        4582  0.0  0.1 168904  6520 ?        Ssl  02:33   0:00 /usr/libexec/gvfsd-metadata
root        8224  0.0  0.0      0     0 ?        I<   02:37   0:00 [kworker/u513:2-ttm]
luci       11066  0.0  0.1 460852  8868 ?        Sl   02:43   0:00 /usr/libexec/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/2
luci       11077  0.0  0.1 388164  9004 ?        Sl   02:43   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/3
root       19387  0.0  1.1 478276 72900 ?        Ssl  03:18   0:08 /usr/libexec/fwupd/fwupd
root       32135  0.0  0.0      0     0 ?        I<   04:45   0:00 [kworker/R-tls-strp]
root       37078  0.0  0.3 243692 25476 ?        Ss   04:57   0:07 /usr/sbin/apache2 -k start
luci       60483  0.3  0.8 634648 56336 ?        Ssl  06:15   0:57 /usr/libexec/gnome-terminal-server
luci       60499  0.0  0.1  10792  6892 pts/0    Ss+  06:15   0:14 zsh
root       71087  0.1  0.3  67456 20856 ?        Ss   06:17   0:18 /usr/lib/systemd/systemd-journald
root       72551  0.0  0.0 219692  4344 ?        Ssl  06:20   0:05 /usr/sbin/rsyslogd -n -iNONE
root       77686  0.0  0.1  12164  8184 ?        Ss   06:29   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
systemd+   89111  0.0  0.1  21236 11196 ?        Ss   07:07   0:03 /usr/lib/systemd/systemd-networkd
root       89126  0.0  0.0      0     0 ?        I<   07:07   0:00 [kworker/R-cfg80211]
root      109981  0.0  0.0      0     0 ?        I<   09:29   0:00 [kworker/u513:1-ttm]
root      115834  0.0  0.0      0     0 ?        S    09:48   0:00 [psimon]
root      121689  0.0  0.0      0     0 ?        I    10:12   0:03 [kworker/u512:1-flush-8:0]
root      121804  0.0  0.0      0     0 ?        I<   10:12   0:00 [kworker/0:1H-kblockd]
root      125246  0.0  0.0      0     0 ?        I<   10:21   0:00 [kworker/3:1H-kblockd]
root      125624  0.0  0.0      0     0 ?        I<   10:24   0:00 [kworker/2:2H-kblockd]
root      125625  0.0  0.0      0     0 ?        I<   10:24   0:00 [kworker/1:0H-kblockd]
www-data  126177  0.0  0.2 244384 13208 ?        S    10:24   0:00 /usr/sbin/apache2 -k start
www-data  126178  0.0  0.2 244392 13052 ?        S    10:24   0:00 /usr/sbin/apache2 -k start
www-data  126179  0.0  0.2 244392 13052 ?        S    10:24   0:00 /usr/sbin/apache2 -k start
www-data  126180  0.0  0.2 244392 13040 ?        S    10:24   0:00 /usr/sbin/apache2 -k start
www-data  126181  0.0  0.2 244392 13144 ?        S    10:24   0:00 /usr/sbin/apache2 -k start
www-data  126182  0.0  0.2 244392 13052 ?        S    10:24   0:00 /usr/sbin/apache2 -k start
root      126205  0.0  0.0      0     0 ?        I    10:24   0:00 [kworker/u512:4-events_unbound]
luci      129667  0.0  0.1  10432  6472 pts/1    Ss   10:31   0:02 zsh
root      129870  0.0  0.2  20580 13412 ?        Ss   10:31   0:00 sshd-session: luci [priv]
luci      129935  0.0  0.1  20740  8328 ?        S    10:31   0:00 sshd-session: luci@pts/2
luci      129941  0.0  0.0  10144  6304 pts/2    Ss+  10:31   0:00 -zsh
root      131394  0.0  0.0      0     0 ?        I<   10:35   0:00 [kworker/3:0H-kblockd]
root      133587  0.0  0.0      0     0 ?        I    10:41   0:00 [kworker/2:2-events]
root      134447  0.0  0.0      0     0 ?        I<   10:43   0:00 [kworker/1:2H-kblockd]
root      134802  0.0  0.0      0     0 ?        I    10:51   0:00 [kworker/1:2-events]
root      134803  0.1  0.0      0     0 ?        I    10:51   0:01 [kworker/3:0-mm_percpu_wq]
luci      134977  0.2  0.9 2912484 62996 ?       Sl   10:55   0:02 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root      135251  0.0  0.0      0     0 ?        I    10:56   0:00 [kworker/1:0-events]
root      135462  0.0  0.0      0     0 ?        I    10:56   0:00 [kworker/3:2-events]
root      135555  0.0  0.0      0     0 ?        I    10:57   0:00 [kworker/0:1-events]
root      136043  0.0  0.0      0     0 ?        I    10:58   0:00 [kworker/u512:2-flush-8:0]
root      137346  0.0  0.0      0     0 ?        I<   11:01   0:00 [kworker/0:0H-kblockd]
root      138798  0.0  0.0      0     0 ?        I<   11:05   0:00 [kworker/2:1H-kblockd]
root      139026  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/2:1-mm_percpu_wq]
root      139099  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/1:1-events]
root      139526  0.0  0.0      0     0 ?        I    11:06   0:00 [kworker/0:4-mm_percpu_wq]
root      140192  0.0  0.0      0     0 ?        I    11:07   0:00 [kworker/u512:0-flush-8:0]
root      142036  0.0  0.0      0     0 ?        I    11:11   0:00 [kworker/2:0-events]
root      142259  0.3  0.0      0     0 ?        I    11:12   0:00 [kworker/0:0-events_freezable_pwr_efficient]
luci      142679 33.3  0.0   7088  3444 pts/1    S+   11:13   0:00 /bin/bash ./linuxinfo.sh
luci      142682  300  0.0   9532  4524 pts/1    R+   11:13   0:00 ps aux
eth0: flags=4163<UP,BROADCAST,RUNNING,MULTICAST>  mtu 1500
        inet 192.168.0.105  netmask 255.255.255.0  broadcast 192.168.0.255
        inet6 2406:b400:35:5541:244b:86cc:e148:6af8  prefixlen 64  scopeid 0x0<global>
        inet6 2406:b400:35:5541:20c:29ff:fe2d:b46c  prefixlen 64  scopeid 0x0<global>
        inet6 fe80::20c:29ff:fe2d:b46c  prefixlen 64  scopeid 0x20<link>
        ether 00:0c:29:2d:b4:6c  txqueuelen 1000  (Ethernet)
        RX packets 265448  bytes 352939549 (336.5 MiB)
        RX errors 0  dropped 0  overruns 0  frame 0
        TX packets 67880  bytes 12318792 (11.7 MiB)
        TX errors 0  dropped 78 overruns 0  carrier 0  collisions 0

lo: flags=73<UP,LOOPBACK,RUNNING>  mtu 65536
        inet 127.0.0.1  netmask 255.0.0.0
        inet6 ::1  prefixlen 128  scopeid 0x10<host>
        loop  txqueuelen 1000  (Local Loopback)
        RX packets 2679  bytes 229488 (224.1 KiB)
        RX errors 0  dropped 0  overruns 0  frame 0
        TX packets 2679  bytes 229488 (224.1 KiB)
        TX errors 0  dropped 0 overruns 0  carrier 0  collisions 0

